year,make,model,mileage,title_status,location,engine,drivetrain,transmission,body_style,exterior_color,interior_color,num_modifications,sale_price,date,url,image_url
2004,Porsche,996 911,"83,800",Clean (IL),"Chicago, IL 60622",3.6L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Seal Grey Metallic,Black,0,20196,4/24/24,https://carsandbids.com/auctions/3qwymL2y/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/9lkZdWJg-qG6VTOojbx-(edit).jpg?t=171319852551"
2004,Porsche,996 911,"112,900",Clean (CA),"Los Gatos, CA 95032",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Black,4,40000,4/19/24,https://carsandbids.com/auctions/rk2NmzE4/2004-porsche-911-turbo-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/35Nq01lR-4GwxDskbPO-(edit).jpg?t=171190636585"
1999,Porsche,996 911,"125,100",Clean (TX),"Keller, TX 76244",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Black,Savannah Beige,2,12855,4/18/24,https://carsandbids.com/auctions/rJdRzavv/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/3OpmEW7z-8J56Gb3l-I-(edit).jpg?t=171279122267"
1999,Porsche,996 911,"83,200",Clean (OH),"Xenia, OH 45385",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Ocean Blue Metallic,Savannah Beige,1,31000,4/11/24,https://carsandbids.com/auctions/rJyR2axY/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/37eOOlRq-V8tFSsVQqh-(edit).jpg?t=171190862642"
2002,Porsche,996 911,"118,400",Clean (CA),"Los Angeles, CA 90066",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Lapis Blue Metallic,Graphite Grey,6,28161,4/10/24,https://carsandbids.com/auctions/Km1WLV7N/2002-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/3B0VBjeX-W4HJNFqUhQ-(edit).jpg?t=171131271380"
2003,Porsche,996 911,"74,600",Clean (NJ),"Warren, NJ 07059",3.6L Supercharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Artic Silver Metallic,Black,11,36996,4/8/24,https://carsandbids.com/auctions/rkyxbNRl/2003-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/4822e9034b0b6b357b3f73fabdfc10e586c36f68/photos/KV7mDGQr-hlRmASL6we-(edit).jpg?t=171017903818"
2004,Porsche,996 911,"79,600",Clean (NY),"Lockport, NY 14094",3.6L Flat-6,4WD/AWD,Automatic (5-Speed),Convertible,Guards Red,Black,3,23550,4/4/24,https://carsandbids.com/auctions/3pNvGvOB/2004-porsche-911-carrera-4s-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/r4dEP4YL-jnpMJpBeBD-(edit).jpg?t=171089276659"
2002,Porsche,996 911,"97,400",Clean (CA),"Medford, OR 97504",3.6L Flat-6,Rear-wheel drive,Automatic (5-Speed),Coupe,Seal Grey Metallic,Black,2,16250,4/3/24,https://carsandbids.com/auctions/3L2Rjday/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/KVbwkeL0-xquLxSArsf-(edit).jpg?t=171138767571"
2003,Porsche,996 911,"146,400",Clean (CA),"Pebble Beach, CA 93953",3.6L Turbocharged Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Seal Grey Metallic,Black,2,35000,3/27/24,https://carsandbids.com/auctions/35wxqlqR/2003-porsche-911-turbo,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/rJZxNmwE-tj_2oh5wbY-(edit).jpg?t=171084565292"
1999,Porsche,996 911,"50,500",Clean (MT),"Dallas, TX 75230",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arena Red Metallic,Graphite Grey,8,23000,3/26/24,https://carsandbids.com/auctions/9A6LzPLj/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/KPA8vMLa-kxea5Wx-MK-(edit).jpg?t=171070659214"
2001,Porsche,996 911,"72,200",Clean (TX),"McKinney, TX 75071",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver,Black,12,26500,3/21/24,https://carsandbids.com/auctions/98ZMQ8AX/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/3gDBzRRG-XQJdJQ1ynH-(edit).jpg?t=171019480334"
2001,Porsche,996 911,"69,300",Clean (TX),"Garland, TX 75040",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,6,24750,3/12/24,https://carsandbids.com/auctions/r4VJBV1V/2001-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/9adMXvGX-L2Bq-8_WGj-(edit).jpg?t=170940347120"
2003,Porsche,996 911,"19,000",Clean (TN),"Scottsdale, AZ 85259",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Lapis Blue Metallic,Cinnamon Brown,21,67300,3/6/24,https://carsandbids.com/auctions/KV7Avdm0/2003-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/9eln5NeN-7LrDlSFjAT-(edit).jpg?t=170861966047"
2004,Porsche,996 911,"27,900",Clean (TX),"San Antonio, TX 78216",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Cobalt Blue Metallic,Black,5,104500,3/5/24,https://carsandbids.com/auctions/KVpYzDzz/2004-porsche-911-gt3,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/9adVAEYA-DyLoj9A-pn.jpeg?t=170905636692"
2001,Porsche,996 911,"81,900",Clean (VA),"Great Falls, VA 22066",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Slate Gray Metallic,Gray,0,24250,2/27/24,https://carsandbids.com/auctions/rGaRYLMd/2001-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/e7a5ae4474101b60a9c5c5f94dc3b42953df1728/photos/9e7N2vak-nvURojHfzs-(edit).jpg?t=170802211666"
2004,Porsche,996 911,"92,900",Clean (FL),"Carrollton, TX 75007",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Midnight Blue Metallic,Graphite Gray,0,45000,2/26/24,https://carsandbids.com/auctions/KZmXmyqA/2004-porsche-911-turbo-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/KYYgovO5-RkG-LqauOl-(edit).jpg?t=170801714448"
2004,Porsche,996 911,"56,500",Clean (FL),"Tampa, FL 33614",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,2,29000,1/30/24,https://carsandbids.com/auctions/9lXeOvqE/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/3z7bbMmd-u-fnJqQYOV-(edit).jpg?t=170545503149"
2005,Porsche,996 911,"17,300","Clean (ON, Canada)","Oakville, ON, Canada",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,7,103996,1/4/24,https://carsandbids.com/auctions/K1ZwOzqz/2005-porsche-911-gt3,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/30Rmmd5P-759lHLFSU9-(edit).jpg?t=170364468832"
2002,Porsche,996 911,"46,500",Clean (VA),"Vienna, VA 22182",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,1,30500,12/29/23,https://carsandbids.com/auctions/rjgPk770/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/3LDB6xEX-6B0__opNeT-(edit).jpg?t=170302356735"
2001,Porsche,996 911,"69,500",Clean (WI),"Green Bay, WI 54301",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Seal Grey Metallic,Graphite Grey,0,29711,12/22/23,https://carsandbids.com/auctions/36kAvwXA/2001-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/224865fcf1349ec53e0faac653358675b6461a0e/photos/rMWe5yp8-UOnVLouymu-(edit).jpg?t=170234111440"
2004,Porsche,996 911,"73,700",Clean (NJ),"Deal, NJ 07723",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black,0,31900,12/11/23,https://carsandbids.com/auctions/KPlp7D2K/2004-porsche-911-carrera-4s-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/e256f6264a44b30223df03b5e6096b472b5a652a/photos/3Le5LwnZ-z9ObZe8Y_L-(edit).jpg?t=169999815070"
2000,Porsche,996 911,"181,600","Registered (ON, Canada)","Niagara Falls, ON, Canada",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Purple,Black,10,11000,12/7/23,https://carsandbids.com/auctions/rE1N7Vgb/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/KZRNNp7O-WmiR9iSiZM-(edit).jpg?t=170114677767"
2002,Porsche,996 911,"118,000",Clean (GA),"Atlanta, GA 30342",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Midnight Blue Metallic,Graphite Grey,4,23750,12/6/23,https://carsandbids.com/auctions/36EA7pxx/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/rNbVGoJP-RiO2fi474j-(edit).jpg?t=170113993375"
2002,Porsche,996 911,"100,200",Clean (MD),"Sykesville, MD 21784",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Olive Green,Black/Tartan,14,22500,11/30/23,https://carsandbids.com/auctions/3o7MpNVg/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/35JMYZ8R-9WwxFtH9Vc-(edit).jpg?t=170013198707"
2000,Porsche,996 911,"87,300",Clean (ME),"Auburn, NH 03032",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Graphite Grey,7,16500,11/29/23,https://carsandbids.com/auctions/9XMoGeQN/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/37gnMboR-ioVpP97-nU-(edit).jpg?t=170001297188"
2002,Porsche,996 911,"5,300",Clean (LA),"New Orleans, LA 70115",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Basalt Black Metallic,Black,0,75500,11/28/23,https://carsandbids.com/auctions/9XpmYgGx/2002-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/304NWBgV-0rlN4eIhJW-(edit).jpg?t=169963376600"
2003,Porsche,996 911,"110,600",Clean (NC),"Raleigh, NC 27608",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Black,1,21000,11/27/23,https://carsandbids.com/auctions/KPY4JLjk/2003-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/rjZPR7Qp-Me_T5Suzlb-(edit).jpg?t=170025796474"
2002,Porsche,996 911,"89,300 Miles Shown - TMU",Clean (FL),"Fort Lauderdale, FL 33330",3.6L Turbocharged Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Carrara White,Black,49,46000,11/20/23,https://carsandbids.com/auctions/3LNBE1wX/2002-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/3BBa1eOB-fHtMP4V_16-(edit).jpg?t=169944623190"
1999,Porsche,996 911,"60,100",Clean (IN),"Zionsville, IN 46077",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,2,19000,11/17/23,https://carsandbids.com/auctions/KYYP8wPL/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/rNYxEGXk-Q6b83HTvus-(edit).jpg?t=169895826882"
2004,Porsche,996 911,"160,600",Clean (CA),"Salt Lake City, UT 84115",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Black,Black,0,19250,11/15/23,https://carsandbids.com/auctions/301ybngP/2004-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/r4V7kpzP-K6fcBKCl-Z-(edit).jpg?t=169905951671"
2002,Porsche,996 911,"51,900 Miles Shown - TMU",Clean (RI),"Bristol, RI 02809",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,7,30250,11/9/23,https://carsandbids.com/auctions/9eMWR6YA/2002-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/rkVZNAGg-dqMfFFi924-(edit).jpg?t=169878842970"
2002,Porsche,996 911,"80,000",Clean (MA),"Boston, MA 02121",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,7,49500,10/24/23,https://carsandbids.com/auctions/rJZRlzZw/2002-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/rNMJD0dG-FMuyh2U7gt-(edit).jpg?t=169678158974"
2001,Porsche,996 911,"115,100",Clean (OH),"Cincinnati, OH 45211",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Speed Yellow,Black,5,24500,9/25/23,https://carsandbids.com/auctions/3zbm4YzJ/2001-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/e256f6264a44b30223df03b5e6096b472b5a652a/photos/9e72VPpj-rbXTiAEKqE-(edit).jpg?t=169447416689"
1999,Porsche,996 911,"68,000",Clean (AZ),"Miami, FL 33166",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Guards Red,Savanna Beige,1,23750,9/6/23,https://carsandbids.com/auctions/rkdzzX2g/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/3vW1O5zv-nq4LTuj3yt-(edit).jpg?t=169293714963"
2000,Porsche,996 911,"102,300",Clean (CA),"Santa Rosa, CA 95405",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Ocean Blue Metallic,Savannah Beige,5,22000,8/28/23,https://carsandbids.com/auctions/9Xp8o8Ap/2000-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/3OnVjlXj-XguCOGw0j2-(edit).jpg?t=169085820982"
2004,Porsche,996 911,"57,800",Clean (TX),"El Paso, TX 79924",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Speed Yellow,Black,1,54750,8/22/23,https://carsandbids.com/auctions/9n2VYQjG/2004-porsche-911-turbo-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/98ygbjGm-u1zF-K_DxA-(edit).jpg?t=169173710676"
2001,Porsche,996 911,"22,100",Clean (PA),"King Of Prussia, PA 19406",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black,4,34000,8/21/23,https://carsandbids.com/auctions/3018qA7R/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/r40y0ZxP-unom03eaXk-(edit).jpg?t=169157734390"
2002,Porsche,996 911,"84,600",Clean (CA),"Turlock, CA 95382",3.6L Flat 6,Rear-wheel drive,Manual (6-Speed),Coupe,Meridian Metallic,Natural Brown,1,24000,8/17/23,https://carsandbids.com/auctions/9lEeLPxZ/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ea93686cb7f6bba23b9693c4dac92c0715d7c4cd/photos/92xjPM06-KvhlTmzldg-(edit).jpg?t=169096508177"
1999,Porsche,996 911,"90,000",Clean (NJ),"Fair Haven, NJ 07704",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arena Red Metallic,Black,5,25250,8/11/23,https://carsandbids.com/auctions/K1D8w2A2/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/KZeA1yvR-4oJdeeYrHI-(edit).jpg?t=169059070765"
2001,Porsche,996 911,"71,000",Clean (PA),"Pottstown, PA 19465",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Arctic Silver Metallic,Graphite Grey,2,24500,8/9/23,https://carsandbids.com/auctions/3vQ08JZk/2001-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/rEYGDeAb-UT9iT9GENl-(edit).jpg?t=169059173712"
2003,Porsche,996 911,"47,000",Clean (NY),"Syosset, NY 11791",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Seal Grey Metallic,Black,6,55500,7/28/23,https://carsandbids.com/auctions/rwWQvZEp/2003-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/KmDyPXEm-2EOh9vlhiN-(edit).jpg?t=168973751065"
2000,Porsche,996 911,"129,500",Clean (CA),"Mill Valley, CA 94941",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver,Metropol Blue,4,19250,7/7/23,https://carsandbids.com/auctions/30MXgOjV/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/06956f6eb54f21d74be5cf53e59e11049519e955/photos/3RAZDaQm-1TQFStduvl-(edit).jpg?t=168674384444"
1999,Porsche,996 911,"155,900",Clean (FL),"Vero Beach, FL 32962",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Coupe,Ocean Blue,Metropol Blue,2,14911,7/7/23,https://carsandbids.com/auctions/rMkvZ2qL/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/rGl4bejX--741RgD_Dp-(edit).jpg?t=168779103765"
2001,Porsche,996 911,"72,900",Clean (CA),"Campbell, CA 95008",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Lapis Blue Metallic,Metropol Blue,3,28000,7/5/23,https://carsandbids.com/auctions/Kd2Anlbb/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/e256f6264a44b30223df03b5e6096b472b5a652a/photos/K1eLM05M-G0sesh_IF2-(edit).jpg?t=168691879189"
2003,Porsche,996 911,"106,000",Clean (CA),"Santa Clarita, CA 91387",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Black,Graphite Grey,1,33500,6/29/23,https://carsandbids.com/auctions/K1yR8M12/2003-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/KYyxZpJM-Rb8Rvf0GNa-(edit).jpg?t=168693774100"
2002,Porsche,996 911,"64,300",Clean (CA),"Inverness, CA 94937",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Lapis Blue Metallic,Graphite Grey,4,22250,6/28/23,https://carsandbids.com/auctions/37gYJVJR/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/3pn2N6ZW-CtS4QZAx04-(edit).jpg?t=168701721662"
2001,Porsche,996 911,"107,900",Clean (CA),"San Jose, CA 95129",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Orient Red Metallic,Black,4,23912,6/27/23,https://carsandbids.com/auctions/3vd0YNVv/2001-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/KYGB0q8w-M-MmGDqF_p-(edit).jpg?t=168677424716"
2003,Porsche,996 911,"138,000",Clean (FL),"Oviedo, FL 32765",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,8,19750,6/21/23,https://carsandbids.com/auctions/35MvZQzj/2003-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/06956f6eb54f21d74be5cf53e59e11049519e955/photos/36NaPEpx-K_XX4VWlD8-(edit).jpg?t=168573199915"
2003,Porsche,996 911,"32,200",Clean (GA),"Miami, FL 33166",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Graphite Grey,3,40000,6/2/23,https://carsandbids.com/auctions/3gdOmdzR/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/37beNOXA-Kw5_dDw-GI-(edit).jpg?t=168497368959"
2005,Porsche,996 911,"27,600",Clean (PA),"King Of Prussia, PA 19406",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Black,6,77500,5/30/23,https://carsandbids.com/auctions/3LqQRebG/2005-porsche-911-turbo-s-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/r4qldXEA-V5v7MJyqh8-(edit).jpg?t=168463336600"
1999,Porsche,996 911,"49,700",Clean (MS),"Saint Charles, MO 63303",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Ocean Blue Metallic,Savanna Beige,1,24250,5/16/23,https://carsandbids.com/auctions/rkVz2e0b/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/9X26DEnx-DTydYO54r1-(edit).jpg?t=168316161286"
2002,Porsche,996 911,"9,500",Clean (RI),"Warwick, RI 02886",3.6L Turbocharged Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Black,0,135000,5/11/23,https://carsandbids.com/auctions/30Q2ANRj/2002-porsche-911-gt2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/rG5gR75g-f7S9Qwp7Ky-(edit).jpg?t=168271841087"
2004,Porsche,996 911,"106,700",Clean (FL),"Fort Lauderdale, FL 33331",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Graphite Grey,13,21161,5/9/23,https://carsandbids.com/auctions/9XAkqdz3/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/3pAPOMlg-EeaLE0CDAfJ2-KadgRW9vSg.jpg?t=168271544645"
2004,Porsche,996 911,"81,300",Clean (NJ),"Miami, FL 33166",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Black,4,45000,4/28/23,https://carsandbids.com/auctions/3y7W0JXL/2004-porsche-911-turbo-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/KV4gRk20-qbyBzv-Dmm-(edit).jpg?t=168197300959"
2001,Porsche,996 911,"88,500",Clean (CA),"Burlingame, CA 94010",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Lapis Blue Metallic,Metropol Blue,2,23500,4/20/23,https://carsandbids.com/auctions/rxY8NkQ0/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/r4GDw7Py-zOtjBHQJxK-(edit).jpg?t=168065238682"
2002,Porsche,996 911,"123,800",Clean (IL),"Naperville, IL 60563",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,5,28500,4/19/23,https://carsandbids.com/auctions/9aBGBzXm/2002-porsche-911-targa,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/rxRolmMO-HzrU5PsUSi-(edit).jpg?t=168090233182"
2001,Porsche,996 911,"115,700",Clean (WA),"Seattle, WA 98115",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Gray,6,16750,4/13/23,https://carsandbids.com/auctions/9WMqVyZq/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/9Aq0w5J5-IHYAjpUmLU-(edit).jpg?t=168032900209"
2001,Porsche,996 911,"122,200",Clean (OR),"Ashland, OR 97520",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Graphite Gray,16,23500,4/10/23,https://carsandbids.com/auctions/KVVzRmPx/2001-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/rxYoXD8O-QXU9_h-987-(edit).jpg?t=168016551713"
