year,make,model,mileage,title_status,location,engine,drivetrain,transmission,body_style,exterior_color,interior_color,num_modifications,sale_price,date,url
2020,Mazda,ND Miata,"6,300",Clean (TX),"Austin, TX 78701",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,Black,19,30250,4/7/25,https://carsandbids.com/auctions/9aaVEexm/2020-mazda-mx-5-miata-club
2024,Mazda,ND Miata,"6,500",Clean (OH),"Warren, OH 44485",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,4,27000,3/31/25,https://carsandbids.com/auctions/9Ano8bdv/2024-mazda-mx-5-grand-touring-convertible
2023,Mazda,ND Miata,"2,800",Clean (CA),"Belmont, CA 94002",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,20,29000,3/27/25,https://carsandbids.com/auctions/Kdzn2lPj/2023-mazda-mx-5-miata-club
2018,Mazda,ND Miata,"48,800",Clean (AR),"Springdale, AR 72762",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,8,16999,3/6/25,https://carsandbids.com/auctions/rNvay1gW/2018-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"19,700",Clean (CA),"Costa Mesa, CA 92626",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,7,27880,2/25/25,https://carsandbids.com/auctions/30G7klEP/2019-mazda-mx-5-miata-30th-anniversary-edition
2019,Mazda,ND Miata,"63,100",Clean (CA),"Santa Ana, CA 92704",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,4,18500,1/28/25,https://carsandbids.com/auctions/3oO1yWAw/2019-mazda-mx-5-miata-rf-grand-touring
2021,Mazda,ND Miata,"28,100",Clean (LA),"Lake Charles, LA 70601",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,0,22750,1/21/25,https://carsandbids.com/auctions/K1lAlvZj/2021-mazda-mx-5-miata-rf-grand-touring
2020,Mazda,ND Miata,"9,900",Clean (MD),"Nottingham, MD 21236",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,Red,0,23250,1/14/25,https://carsandbids.com/auctions/rjNAedko/2020-mazda-mx-5-miata-rf-grand-touring
2019,Mazda,ND Miata,"13,300",Clean (CT),"Milford, CT 06460",2.0L I4,Rear-wheel drive,Automatic (6-Speed),Convertible,Racing Orange,Black,0,27500,1/7/25,https://carsandbids.com/auctions/37y6nMkD/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2017,Mazda,ND Miata,"5,900",Clean (PA),"King Of Prussia, PA 19406",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Meteor Gray Mica,Sport Tan,1,22000,1/6/25,https://carsandbids.com/auctions/9WbJzQXv/2017-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"3,000",Clean (CA),"San Francisco, CA 94115",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,2,31500,12/20/24,https://carsandbids.com/auctions/365YEVBW/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2017,Mazda,ND Miata,"29,800",Clean (FL),"Port Saint Lucie, FL 34953",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Blue Reflex Mica,Black,12,16000,12/3/24,https://carsandbids.com/auctions/rNJbn2YE/2017-mazda-mx-5-miata-grand-touring
2022,Mazda,ND Miata,"7,900",Clean (TX),"Fort Worth, TX 76110",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,Black,1,26500,11/26/24,https://carsandbids.com/auctions/92yyGQN4/2022-mazda-mx-5-miata-club
2021,Mazda,ND Miata,"17,200",Clean (NC),"Davidson, NC 28036",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,Black,4,26400,11/19/24,https://carsandbids.com/auctions/rbZDdlDg/2021-mazda-mx-5-miata-club
2022,Mazda,ND Miata,"8,800",Clean (TX),"Brandon, VT 05733",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Terracotta,9,25000,10/24/24,https://carsandbids.com/auctions/9aLZzRkG/2022-mazda-mx-5-miata-rf-grand-touring
2018,Mazda,ND Miata,"21,600",Clean (NC),"Wilmington, NC 28401",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl Mica,Black,1,18150,10/16/24,https://carsandbids.com/auctions/3qoV0Bg5/2018-mazda-mx-5-miata-grand-touring
2021,Mazda,ND Miata,"23,000",Clean (MI),"Royal Oak, MI 48067",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic White,Black,5,26000,10/2/24,https://carsandbids.com/auctions/3yGgv5od/2021-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"29,100",Clean (CA),"Sunnyvale, CA 94089",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Terracotta,23,32250,9/30/24,https://carsandbids.com/auctions/9aqzY0pX/2019-mazda-mx-5-miata-rf-grand-touring
2019,Mazda,ND Miata,"7,200",Clean (IN),"South Bend, IN 46614",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,0,25250,9/25/24,https://carsandbids.com/auctions/KVDRP1dQ/2019-mazda-mx-5-miata-rf-grand-touring
2016,Mazda,ND Miata,"54,400",Clean (CA),"San Ramon, CA 94582",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,15,17750,9/24/24,https://carsandbids.com/auctions/3y7gLPEE/2016-mazda-mx-5-miata-club
2017,Mazda,ND Miata,"18,500",Clean (IN),"Indianapolis, IN 46201",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,1,16500,9/16/24,https://carsandbids.com/auctions/9XJLJDvz/2017-mazda-mx-5-miata-rf-grand-touring
2023,Mazda,ND Miata,"3,400",Clean (WI),"Eau Claire, WI 54703",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,4,31255,9/9/24,https://carsandbids.com/auctions/KPADdW1k/2023-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"7,400",Clean (OH),"Dayton, OH 45402",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,6,25000,9/5/24,https://carsandbids.com/auctions/KVxYAL5x/2019-mazda-mx-5-miata-club
2022,Mazda,ND Miata,"5,300",Clean (CA),"Redondo Beach, CA 90278",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Terracotta,0,31250,8/27/24,https://carsandbids.com/auctions/36bZVyVO/2022-mazda-mx-5-miata-rf-grand-touring
2019,Mazda,ND Miata,"19,600",Clean (FL),"Miami, FL 33186",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,0,25000,8/23/24,https://carsandbids.com/auctions/rxpdMojr/2019-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"17,000",Clean (NV),"Reno, NV 89523",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,10,27470,8/15/24,https://carsandbids.com/auctions/K1dG5AM2/2019-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"16,800",Clean (FL),"Pompano Beach, FL 33076",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,4,21000,8/14/24,https://carsandbids.com/auctions/9lv0QnyN/2019-mazda-mx-5-miata-sport
2021,Mazda,ND Miata,"26,500",Clean (CA),"San Francisco, CA 94133",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,1,25777,8/8/24,https://carsandbids.com/auctions/30wM4qDL/2021-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"52,600",Clean (MI),"Commerce Township, MI 48382",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,8,16000,8/6/24,https://carsandbids.com/auctions/9AMLlZYz/2016-mazda-mx-5-miata-grand-touring
2016,Mazda,ND Miata,"64,100",Clean (TX),"Austin, TX 78735",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,3,17000,7/29/24,https://carsandbids.com/auctions/30QMdY6R/2016-mazda-mx-5-miata-club
2022,Mazda,ND Miata,"7,200",Clean (CA),"Yorba Linda, CA 92886",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl Mica,Terracotta,19,29000,7/24/24,https://carsandbids.com/auctions/KmGLwNRx/2022-mazda-mx-5-miata-grand-touring
2021,Mazda,ND Miata,"7,900",Clean (VA),"Leesburg, VA 20176",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,6,26000,7/22/24,https://carsandbids.com/auctions/rkye44jb/2021-mazda-mx-5-miata-rf-grand-touring
2017,Mazda,ND Miata,"49,000",Clean (TX),"Pilot Point, TX 76258",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Meteor Gray Mica,Black,5,19005,7/15/24,https://carsandbids.com/auctions/9QYJg0YD/2017-mazda-mx-5-miata-club
2023,Mazda,ND Miata,"4,700",Clean (AL),"Auburn, AL 36830",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Deep Crystal Blue Mica,Black,0,28027,7/10/24,https://carsandbids.com/auctions/rNk0eVa4/2023-mazda-mx-5-miata-club
2023,Mazda,ND Miata,"3,200",Clean (CA),"Huntington Beach, CA 92648",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,23,36750,7/3/24,https://carsandbids.com/auctions/3zq4Vmm1/2023-mazda-mx-5-miata-grand-touring
2022,Mazda,ND Miata,"19,000",Clean (WA),"Graham, WA 98338",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Platinum Quartz Metallic,Terracotta,38,28000,7/3/24,https://carsandbids.com/auctions/r4opWnJk/2022-mazda-mx-5-miata-rf-grand-touring
2020,Mazda,ND Miata,"36,600",Clean (NC),"Concord, NC 28025",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black/Red,4,24250,7/1/24,https://carsandbids.com/auctions/36BMY52n/2020-mazda-mx-5-miata-rf-grand-touring
2017,Mazda,ND Miata,"19,700",Clean (TN),"Knoxville, TN 37922",2.0L I4,Rear-wheel drive,Automatic (6-Speed),Convertible,Ceramic Metallic,Black,10,17250,6/21/24,https://carsandbids.com/auctions/9l5BeYlE/2017-mazda-mx-5-miata-grand-touring
2017,Mazda,ND Miata,"76,000",Clean (OR),"Portland, OR 97223",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,1,16250,6/17/24,https://carsandbids.com/auctions/rj007zjl/2017-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"3,600",Clean (WA),"Seattle, WA 98112",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,1,37595,6/14/24,https://carsandbids.com/auctions/9XbVmRbO/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2016,Mazda,ND Miata,"14,900",Clean (WA),"Sequim, WA 98382",2.0L I4,Rear-wheel drive,Automatic (6-Speed),Convertible,Soul Red Metallic,Black,0,19000,6/7/24,https://carsandbids.com/auctions/9ApZ5v0J/2016-mazda-mx-5-miata-grand-touring
2023,Mazda,ND Miata,"2,000",Clean (NJ),"Pompton Plains, NJ 07444",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,7,35250,6/3/24,https://carsandbids.com/auctions/KDgjAXZo/2023-mazda-mx-5-miata-rf-club
2016,Mazda,ND Miata,"13,700",Clean (CO),"Aurora, CO 80016",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Blue Reflex Mica,Black,37,22000,5/29/24,https://carsandbids.com/auctions/rJ2lXV0z/2016-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"35,200",Clean (TX),"Euless, TX 76040",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black/Red,54,28850,5/13/24,https://carsandbids.com/auctions/350vVzY9/2019-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"6,300",Clean (NV),"Las Vegas, NV 89123",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,3,29300,5/9/24,https://carsandbids.com/auctions/KVMd8wvl/2019-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"36,300",Clean (CA),"Loomis, CA 95650",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic,Black,7,21750,5/7/24,https://carsandbids.com/auctions/3Oq861Ry/2016-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"6,000",Clean (OH),"Findlay, OH 45840",2.0L I4,Rear-wheel drive,Automatic (6-Speed),Convertible,Soul Red Crystal Metallic,Sport Tan,0,26000,5/6/24,https://carsandbids.com/auctions/9X51zQVo/2019-mazda-mx-5-miata-rf-grand-touring
2021,Mazda,ND Miata,"4,500",Clean (NJ),"Highland Park, NJ 08904",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,Black,10,26750,5/2/24,https://carsandbids.com/auctions/KVydBo2k/2021-mazda-mx-5-miata-grand-touring
2021,Mazda,ND Miata,"15,500",Clean (MI),"Canton, MI 48187",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Deep Crystal Blue Mica,White,2,25500,4/29/24,https://carsandbids.com/auctions/9Wz7lW21/2021-mazda-mx-5-miata-rf-grand-touring
2019,Mazda,ND Miata,"19,600",Clean (TN),"Collierville, TN 38017",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,0,29025,4/25/24,https://carsandbids.com/auctions/9eBkzA2N/2019-mazda-mx-5-miata-30th-anniversary-edition
2018,Mazda,ND Miata,"18,100",Clean (NM),"Albuquerque, NM 87111",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,5,26000,4/18/24,https://carsandbids.com/auctions/35E0B1pP/2018-mazda-mx-5-miata-club
2021,Mazda,ND Miata,"30,600",Clean (PA),"Yonkers, NY 10704",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,White,1,25500,4/15/24,https://carsandbids.com/auctions/3z7pMB6d/2021-mazda-mx-5-miata-rf-grand-touring
2019,Mazda,ND Miata,"3,800",Clean (VA),"Bristow, VA 20136",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,2,34500,4/1/24,https://carsandbids.com/auctions/KVmAe5vk/2019-mazda-mx-5-miata-30th-anniversary-edition
2023,Mazda,ND Miata,"3,600",Clean (FL),"Vero Beach, FL 32960",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Zircon Sand Metallic,Black,0,30500,3/25/24,https://carsandbids.com/auctions/9W7omLNq/2023-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"12,800",Clean (SC),"Charleston, SC 29412",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,1,23250,3/12/24,https://carsandbids.com/auctions/rJqROJYX/2019-mazda-mx-5-miata-club
2018,Mazda,ND Miata,"39,800",Clean (TN),"Knoxville, TN 37931",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,26,22000,3/7/24,https://carsandbids.com/auctions/3Ox6AkyK/2018-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"14,300",Clean (WI),"Chippewa Falls, WI 54729",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,18,26000,2/29/24,https://carsandbids.com/auctions/rw0NZnLp/2019-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"44,800",Clean (FL),"Palm Harbor, FL 34684",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,1,23019,2/22/24,https://carsandbids.com/auctions/3oPqlER7/2019-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"8,800",Clean (SC),"Pickens, SC 29671",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Sport Tan,0,25750,2/20/24,https://carsandbids.com/auctions/KZjXNygO/2019-mazda-mx-5-miata-grand-touring
2017,Mazda,ND Miata,"5,900",Clean (MA),"Jamaica Plain, MA 02130",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,10,25388,2/16/24,https://carsandbids.com/auctions/9WvOgg8d/2017-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"6,500",Clean (CA),"San Carlos, CA 94070",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Eternal Blue Mica,Sport Tan,2,29000,1/26/24,https://carsandbids.com/auctions/rNB0NyaG/2019-mazda-mx-5-miata-grand-touring
2020,Mazda,ND Miata,"2,700",Clean (FL),"Orlando, FL 32827",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Red,0,27750,1/10/24,https://carsandbids.com/auctions/rkPAl5YR/2020-mazda-mx-5-miata-rf-100th-anniversary-edition
2019,Mazda,ND Miata,"24,200",Clean (TX),"McKinney, TX 75072",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,7,26000,12/19/23,https://carsandbids.com/auctions/9Xq1mjAO/2019-mazda-mx-5-miata-club
2020,Mazda,ND Miata,"10,300",Clean (OH),"New Albany, OH 43054",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,Black,4,27750,12/11/23,https://carsandbids.com/auctions/9edWPl4q/2020-mazda-mx-5-miata-club
2021,Mazda,ND Miata,"14,000",Clean (MA),"Woburn, MA 01801",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,1,29000,12/6/23,https://carsandbids.com/auctions/3zAoYaxj/2021-mazda-mx-5-miata-rf-club
2022,Mazda,ND Miata,"4,200",Clean (FL),"Miami, FL 33155",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Platinum Quartz Metallic,Terracotta,6,27750,11/16/23,https://carsandbids.com/auctions/rkG6v5ZL/2022-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"19,500",Clean (CO),"Denver, CO 80203",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Sport Tan,0,24750,11/13/23,https://carsandbids.com/auctions/rMzvEb0k/2019-mazda-mx-5-miata-grand-touring
2023,Mazda,ND Miata,"1,500",Clean (FL),"West Palm Beach, FL 33418",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,5,31500,11/8/23,https://carsandbids.com/auctions/KPJ40MAZ/2023-mazda-mx-5-miata-rf-grand-touring
2022,Mazda,ND Miata,"4,400",Clean (FL),"Boynton Beach, FL 33426",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Deep Crystal Blue Mica,Black,4,30200,10/30/23,https://carsandbids.com/auctions/KZjjApjb/2022-mazda-mx-5-miata-rf-club
2016,Mazda,ND Miata,"42,400",Clean (CA),"San Diego, CA 92107",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,5,25510,10/27/23,https://carsandbids.com/auctions/3oexYV4o/2016-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"15,300",Clean (OR),"Portland, OR 97229",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,0,29750,10/20/23,https://carsandbids.com/auctions/9lZzJQbG/2019-mazda-mx-5-miata-rf-club
2016,Mazda,ND Miata,"60,500",Clean (ME),"Auburn, ME 04210",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic White,Black,3,13500,10/19/23,https://carsandbids.com/auctions/rJ2Rdzx2/2016-mazda-mx-5-miata-sport
2016,Mazda,ND Miata,"31,700",Clean (VA),"Norfolk, VA 23513",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Meteor Gray Mica,Black,18,20500,10/17/23,https://carsandbids.com/auctions/3qx7QDWa/2016-mazda-mx-5-miata-club
2020,Mazda,ND Miata,"11,200",Clean (NH),"Merrimack, NH 03054",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,11,34500,10/9/23,https://carsandbids.com/auctions/9AjNgpGj/2020-mazda-mx-5-miata-club
2021,Mazda,ND Miata,"13,100",Clean (CA),"Houston, TX 77065",2.0L I4,Rear-wheel drive,Automatic (6-Speed),Convertible,Snowflake White,Black,2,23750,10/5/23,https://carsandbids.com/auctions/rEPwNqmO/2021-mazda-mx-5-miata-rf-grand-touring
2022,Mazda,ND Miata,"1,200",Clean (CA),"Diablo, CA 94528",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,0,30999,10/3/23,https://carsandbids.com/auctions/9eRmo4o3/2022-mazda-mx-5-miata-rf-grand-touring
2020,Mazda,ND Miata,"2,600",Clean (IL),"Schaumburg, IL 60192",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Black,1,32000,8/30/23,https://carsandbids.com/auctions/KP8yobnL/2020-mazda-mx-5-miata-rf-grand-touring
2016,Mazda,ND Miata,"25,000",Clean (NC),"Raleigh, NC 27612",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red,Black/Red,2,27000,8/25/23,https://carsandbids.com/auctions/rN5N7Emb/2016-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"4,400",Clean (TX),"Austin, TX 78737",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,5,33500,8/23/23,https://carsandbids.com/auctions/KdOLb1zy/2019-mazda-mx-5-miata-30th-anniversary-edition
2017,Mazda,ND Miata,"18,100",Clean (CA),"Hercules, CA 94547",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black Ceramic,13,23500,8/21/23,https://carsandbids.com/auctions/30GNll52/2017-mazda-mx-5-miata-rf-club
2020,Mazda,ND Miata,"5,400",Clean (NJ),"Skillman, NJ 08558",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Sport Tan,2,32750,8/18/23,https://carsandbids.com/auctions/rx25zZqW/2020-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"7,100",Clean (CA),"San Jose, CA 95134",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,3,36000,8/1/23,https://carsandbids.com/auctions/r4V0QdqL/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2019,Mazda,ND Miata,"10,000",Clean (CA),"Vista, CA 92081",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,8,30500,7/10/23,https://carsandbids.com/auctions/rNM6mbmP/2019-mazda-mx-5-miata-rf-club
2021,Mazda,ND Miata,"13,500",Clean (UT),"Orem, UT 84058",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Deep Crystal Blue Mica,White,0,32000,7/3/23,https://carsandbids.com/auctions/rj56zMkN/2021-mazda-mx-5-miata-rf-grand-touring
2019,Mazda,ND Miata,"12,500",Clean (CA),"Santa Barbara, CA 93111",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,14,34000,6/26/23,https://carsandbids.com/auctions/36OwJ20x/2019-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"6,100",Clean (OR),"Bend, OR 97701",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,4,41525,6/19/23,https://carsandbids.com/auctions/KPQ08jgo/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2022,Mazda,ND Miata,"2,600",Clean (AZ),"Sedona, AZ 86336",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,0,26318,6/12/23,https://carsandbids.com/auctions/rEjeva8d/2022-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"9,200",Clean (KY),"Hopkinsville, KY 42240",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,7,35500,6/8/23,https://carsandbids.com/auctions/rGoBwZ0g/2019-mazda-mx-5-miata-30th-anniversary-edition
2020,Mazda,ND Miata,"13,600",Clean (NH),"Manchester, NH 03101",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,Red,15,29750,6/5/23,https://carsandbids.com/auctions/3RawWn01/2020-mazda-mx-5-miata-grand-touring
2018,Mazda,ND Miata,"5,700",Clean (GA),"Canton, GA 30114",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,7,34000,5/24/23,https://carsandbids.com/auctions/3L2QV7oW/2018-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"14,700",Clean (CO),"Greeley, CO 80631",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Grey,Black,5,27250,5/17/23,https://carsandbids.com/auctions/KPPJNVQK/2019-mazda-mx-5-miata-club
2017,Mazda,ND Miata,"37,700",Clean (AR),"Maumelle, AR 72113",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic White,Black,7,16250,4/17/23,https://carsandbids.com/auctions/9a70LDBA/2017-mazda-mx-5-miata-sport
2018,Mazda,ND Miata,"7,300",Clean (FL),"Tampa, FL 33602",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,22,24750,4/10/23,https://carsandbids.com/auctions/rj0Rqmww/2018-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"52,300",Clean (TN),"Knoxville, TN 37931",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,10,29500,4/6/23,https://carsandbids.com/auctions/9ad0kDJl/2019-mazda-mx-5-miata-30th-anniversary-edition
2019,Mazda,ND Miata,"31,700",Clean (IL),"Arlington Heights, IL 60005",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,2,25000,3/27/23,https://carsandbids.com/auctions/3LD2vgxW/2019-mazda-mx-5-miata-rf-club
2022,Mazda,ND Miata,700,Clean (IL),"Chicago, IL 60605",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,0,33319,3/3/23,https://carsandbids.com/auctions/KV4jP0Dx/2022-mazda-mx-5-miata-club
2017,Mazda,ND Miata,"52,800",Clean (CA),"Fountain Valley, CA 92708",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,13,16500,2/27/23,https://carsandbids.com/auctions/KZGBM77O/2017-mazda-mx-5-miata-sport
2021,Mazda,ND Miata,"4,800",Clean (NC),"Charlotte, NC 28205",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,0,29000,2/10/23,https://carsandbids.com/auctions/9XQRaOol/2021-mazda-mx-5-miata-rf-grand-touring
2016,Mazda,ND Miata,"54,400",Clean (CA),"San Diego, CA 92110",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black,Black,1,16250,2/6/23,https://carsandbids.com/auctions/3gOOqnpG/2016-mazda-mx-5-miata-sport
