year,make,model,mileage,title_status,location,engine,drivetrain,transmission,body_style,exterior_color,interior_color,num_modifications,sale_price,date,url,has_forced_induction,state
2022,Mazda,ND Miata,2600,Clean,"Sedona, AZ 86336",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,0,25161,07/09/23,https://carsandbids.com/auctions/KsgVuT5h/2022-mazda-mx-5-miata-grand-touring,0,AZ
2016,Mazda,ND Miata,61000,Clean,"Bradenton, FL 34212",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Meteor Gray Mica,Black,9,14229,07/31/25,https://carsandbids.com/auctions/MAGQcFHh/2016-mazda-mx-5-miata-club,0,FL
2019,Mazda,ND Miata,37100,Clean,"York, PA 17403",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Auburn,2,23958,04/17/25,https://carsandbids.com/auctions/3gj75pEf/2019-mazda-mx-5-miata-grand-touring,0,PA
2019,Mazda,ND Miata,7200,Clean,"South Bend, IN 46614",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,0,24062,10/07/24,https://carsandbids.com/auctions/hymBh4XN/2019-mazda-mx-5-miata-rf-grand-touring,0,IN
2023,Mazda,ND Miata,2800,Clean,"Belmont, CA 94002",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,20,29558,04/17/25,https://carsandbids.com/auctions/dgbZV8fd/2023-mazda-mx-5-miata-club,0,CA
2020,Mazda,ND Miata,11200,Clean,"Merrimack, NH 03054",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,11,34151,11/02/23,https://carsandbids.com/auctions/AZxSzmgJ/2020-mazda-mx-5-miata-club,0,NH
2021,Mazda,ND Miata,93400,Clean,"Deltona, FL 32725",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,White,0,18267,03/17/26,https://carsandbids.com/auctions/NH7seXtd/2021-mazda-mx-5-miata-rf-grand-touring,0,FL
2019,Mazda,ND Miata,9200,Clean,"Hopkinsville, KY 42240",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,7,36106,05/20/23,https://carsandbids.com/auctions/y2R8Tlpg/2019-mazda-mx-5-miata-30th-anniversary-edition,0,KY
2019,Mazda,ND Miata,6400,Clean,"Allendale, NJ 07401",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,11,28978,10/07/20,https://carsandbids.com/auctions/VGcZ3wCk/2019-mazda-mx-5-miata-rf-club,0,NJ
2016,Mazda,ND Miata,54400,Clean,"San Ramon, CA 94582",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,15,18420,09/13/24,https://carsandbids.com/auctions/KMxbFq1m/2016-mazda-mx-5-miata-club,0,CA
2018,Mazda,ND Miata,2900,Clean,"Chandler, AZ 85248",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,3,34430,07/15/21,https://carsandbids.com/auctions/IXxD8jXw/2018-mazda-mx-5-miata-rf-club,0,AZ
2019,Mazda,ND Miata,29100,Clean,"Sunnyvale, CA 94089",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Terracotta,23,30673,10/01/24,https://carsandbids.com/auctions/2gcztGlr/2019-mazda-mx-5-miata-rf-grand-touring,1,CA
2016,Mazda,ND Miata,25000,Clean,"Pasadena, CA 91104",2.0L Turbocharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic,Black,22,17682,08/24/25,https://carsandbids.com/auctions/ezRb26Cb/2016-mazda-mx-5-miata-grand-touring,1,CA
2020,Mazda,ND Miata,5400,Clean,"Skillman, NJ 08558",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Sport Tan,2,31814,07/29/23,https://carsandbids.com/auctions/35y4iPFq/2020-mazda-mx-5-miata-grand-touring,0,NJ
2017,Mazda,ND Miata,45000,Clean,"Pittsburgh, PA 15201",2.0L I4,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic White,Black,10,18454,07/05/20,https://carsandbids.com/auctions/W62SEWpw/2017-mazda-mx-5-miata-rf-club,0,PA
2016,Mazda,ND Miata,23300,Clean,"Frisco, TX 75071",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,8,17707,10/22/22,https://carsandbids.com/auctions/8v8MOt1B/2016-mazda-mx-5-miata-club,0,TX
2020,Mazda,ND Miata,36600,Clean,"Concord, NC 28025",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black/Red,4,24148,07/27/24,https://carsandbids.com/auctions/t5PI4WYu/2020-mazda-mx-5-miata-rf-grand-touring,0,NC
2022,Mazda,ND Miata,6200,Clean,"Lehi, UT 84043",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,2,28085,05/31/25,https://carsandbids.com/auctions/jjafNPWR/2022-mazda-mx-5-miata-club,0,UT
2021,Mazda,ND Miata,75200,Clean,"Manville, NJ 08835",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic White,Black,4,17810,02/17/26,https://carsandbids.com/auctions/TEPYuDvf/2021-mazda-mx-5-miata-club,0,NJ
2022,Mazda,ND Miata,8800,Clean,"Brandon, VT 05733",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Terracotta,9,25337,09/25/24,https://carsandbids.com/auctions/lhVxW4X1/2022-mazda-mx-5-miata-rf-grand-touring,0,VT
2018,Mazda,ND Miata,18100,Clean,"Albuquerque, NM 87111",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,5,26290,04/24/24,https://carsandbids.com/auctions/LCO8BSe4/2018-mazda-mx-5-miata-club,0,NM
2021,Mazda,ND Miata,10600,Clean,"Springfield, MA 01103",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,3,36159,12/05/22,https://carsandbids.com/auctions/tLdyPrTQ/2021-mazda-mx-5-miata-club,0,MA
2019,Mazda,ND Miata,7000,Clean,"Newport Coast, CA 92657",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,2,26797,09/18/21,https://carsandbids.com/auctions/pEjQVi9w/2019-mazda-mx-5-miata-club,0,CA
2022,Mazda,ND Miata,15000,Clean,"Unionville, CT 06085",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,2,28841,07/04/25,https://carsandbids.com/auctions/OZhoCKMw/2022-mazda-mx-5-miata-club,0,CT
2022,Mazda,ND Miata,7200,Clean,"Yorba Linda, CA 92886",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl Mica,Terracotta,19,28108,07/31/24,https://carsandbids.com/auctions/BOv33vQf/2022-mazda-mx-5-miata-grand-touring,0,CA
2023,Mazda,ND Miata,12200,Clean,"Hollywood, FL 33024",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Black,2,24360,06/09/25,https://carsandbids.com/auctions/sNKOdjAr/2023-mazda-mx-5-miata-club,0,FL
2016,Mazda,ND Miata,51700,Clean,"West Palm Beach, FL 33406",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black,Black,1,14855,03/12/22,https://carsandbids.com/auctions/t6g5lu6J/2016-mazda-mx-5-miata,0,FL
2024,Mazda,ND Miata,6300,Clean,"New Baden, IL 62265",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,9,24140,09/19/25,https://carsandbids.com/auctions/k33ZRWYB/2024-mazda-mx-5-miata-sport,0,IL
2020,Mazda,ND Miata,4400,Clean,"Cambria, CA 93428",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Eternal Blue,Black,0,24966,04/25/25,https://carsandbids.com/auctions/T764Mqxk/2020-mazda-mx-5-miata-grand-touring,0,CA
2016,Mazda,ND Miata,25000,Clean,"Pasadena, CA 91104",2.0L Turbocharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic,Black,22,17902,08/09/25,https://carsandbids.com/auctions/kssNIdnB/2016-mazda-mx-5-miata-grand-touring,1,CA
2017,Mazda,ND Miata,56200,Clean,"Hampton, GA 30228",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,14,16957,07/12/25,https://carsandbids.com/auctions/UwJFxfI9/2017-mazda-mx-5-miata-rf-club,0,GA
2023,Mazda,ND Miata,3600,Clean,"Vero Beach, FL 32960",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Zircon Sand Metallic,Black,0,29938,04/09/24,https://carsandbids.com/auctions/ecjsPmsT/2023-mazda-mx-5-miata-rf-club,0,FL
2024,Mazda,ND Miata,5200,Clean,"Portland, OR 97220",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Aero Gray,Black,5,33791,12/10/25,https://carsandbids.com/auctions/HLeeVrxD/2024-mazda-mx-5-miata-rf-club,0,OR
2021,Mazda,ND Miata,30600,Clean,"Yonkers, NY 10704",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,White,1,25185,05/13/24,https://carsandbids.com/auctions/ncIVXHDS/2021-mazda-mx-5-miata-rf-grand-touring,0,NY
2019,Mazda,ND Miata,4600,Clean,"Lexington, SC 29072",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,6,38713,04/09/22,https://carsandbids.com/auctions/z0qfC6ji/2019-mazda-mx-5-miata-rf-30th-anniversary-edition,0,SC
2016,Mazda,ND Miata,61000,Clean,"Bradenton, FL 34212",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Meteor Gray Mica,Black,9,13864,09/10/25,https://carsandbids.com/auctions/GeVubTIV/2016-mazda-mx-5-miata-club,0,FL
2016,Mazda,ND Miata,25000,Clean,"Pasadena, CA 91104",2.0L Turbocharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic,Black,22,18825,08/30/25,https://carsandbids.com/auctions/TJ7g6esz/2016-mazda-mx-5-miata-grand-touring,1,CA
2016,Mazda,ND Miata,64100,Clean,"Austin, TX 78735",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,3,16160,07/21/24,https://carsandbids.com/auctions/IK8Q7M05/2016-mazda-mx-5-miata-club,0,TX
2023,Mazda,ND Miata,2472,Clean,"Belmont, CA 94002",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,20,28759,4/20/25,https://carsandbids.com/auctions/TsuZHRsY/2023-mazda-mx-5-miata-club-3,0,CA
2021,Mazda,ND Miata,75746,Clean,"Manville, NJ 08835",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic White,Black,4,17943,3/21/26,https://carsandbids.com/auctions/QbD7WWJS/2021-mazda-mx-5-miata-club,0,NJ
2024,Mazda,ND Miata,2928,Clean,"Plano, TX 75074",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Aero Gray,Black,7,31119,12/1/25,https://carsandbids.com/auctions/pJRlBzzm/2024-mazda-mx-5-miata-club,0,TX
2019,Mazda,ND Miata,33674,Clean,"York, PA 17403",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Auburn,2,24379,5/14/25,https://carsandbids.com/auctions/9Dx7CHHP/2019-mazda-mx-5-miata-grand-touring-3,0,PA
2016,Mazda,ND Miata,25551,Clean,"Pasadena, CA 91104",2.0L Turbocharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic,Black,22,17294,8/16/25,https://carsandbids.com/auctions/srmRtv5X/2016-mazda-mx-5-miata-grand-touring-3,1,CA
2016,Mazda,ND Miata,79742,Clean,"Manassas, VA 20112",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,19,16662,6/27/22,https://carsandbids.com/auctions/7XsrSvBp/2016-mazda-mx-5-miata-club-v2,0,VA
2021,Mazda,ND Miata,6919,Clean,"Washington, DC 20002",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,White,3,25274,12/1/25,https://carsandbids.com/auctions/Tod4nogu/2021-mazda-mx-5-miata-grand-touring-v2,0,DC
2023,Mazda,ND Miata,5701,Clean,"Troy, AL 36079",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Deep Crystal Blue Mica,Black,8,30250,5/20/25,https://carsandbids.com/auctions/52Dm7tO4/2023-mazda-mx-5-miata-club,0,AL
2016,Mazda,ND Miata,49999,Clean,"Raleigh, NC 27604",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,0,15204,11/4/20,https://carsandbids.com/auctions/k59yE675/2016-mazda-mx-5-miata-club,0,NC
2022,Mazda,ND Miata,8418,Clean,"Fort Worth, TX 76110",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,Black,1,27128,11/16/24,https://carsandbids.com/auctions/NG3iFqYu/2022-mazda-mx-5-miata-club-v2,0,TX
2018,Mazda,ND Miata,21453,Clean,"Wilmington, NC 28401",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl Mica,Black,1,19884,11/18/24,https://carsandbids.com/auctions/Uk13ZFfP/2018-mazda-mx-5-miata-grand-touring-2,0,NC
2018,Mazda,ND Miata,51524,Clean,"Springdale, AR 72762",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,8,16710,2/12/25,https://carsandbids.com/auctions/7sSaOQdh/2018-mazda-mx-5-miata-club-3,0,AR
2024,Mazda,ND Miata,7088,Clean,"Warren, OH 44485",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,4,28111,3/27/25,https://carsandbids.com/auctions/wn7DC9xR/2024-mazda-mx-5-grand-touring-convertible-v2,0,OH
2016,Mazda,ND Miata,32486,Clean,"Loomis, CA 95650",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic,Black,7,22003,5/7/24,https://carsandbids.com/auctions/WGGw4gZ3/2016-mazda-mx-5-miata-club-2,0,CA
2016,Mazda,ND Miata,61400,Clean,"Phoenix, AZ 85027",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,9,16028,1/12/26,https://carsandbids.com/auctions/SE3BdizI/2016-mazda-mx-5-miata-grand-touring,1,AZ
2018,Mazda,ND Miata,21009,Clean,"Wilmington, NC 28401",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl Mica,Black,1,17078,10/15/24,https://carsandbids.com/auctions/UJcvd95e/2018-mazda-mx-5-miata-grand-touring-v2,0,NC
2019,Mazda,ND Miata,8199,Clean,"Dayton, OH 45402",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,6,23778,9/1/24,https://carsandbids.com/auctions/A9x14xQP/2019-mazda-mx-5-miata-club,0,OH
2018,Mazda,ND Miata,6544,Clean,"Tampa, FL 33602",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,25,24594,4/6/23,https://carsandbids.com/auctions/nabsPHGZ/2018-mazda-mx-5-miata-club-2,0,FL
2021,Mazda,ND Miata,2935,Clean,"Brooklyn, NY 11232",2.0L I4,Rear-wheel drive,Manual (6-Speed),Coupe,Machine Gray Metallic,White,6,29685,11/28/21,https://carsandbids.com/auctions/zV2amgcL/2021-mazda-mx-5-miata-rf-grand-touring,0,NY
2017,Mazda,ND Miata,32504,Clean,"Louisville, KY 40245",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,4,20818,9/24/25,https://carsandbids.com/auctions/i9o4JJVY/2017-mazda-mx-5-miata-rf-club-2,1,KY
2020,Mazda,ND Miata,11631,Clean,"Lynnwood, WA 98037",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,7,29803,7/4/25,https://carsandbids.com/auctions/KTkQIcvN/2020-mazda-mx-5-miata-rf-club-v2,0,WA
2022,Mazda,ND Miata,8505,Clean,"Star, ID 83669",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Platinum Quartz Metallc,Terracotta,16,35542,1/10/26,https://carsandbids.com/auctions/D0sRX4I8/2022-mazda-mx-5-miata-rf-grand-touring,0,ID
2016,Mazda,ND Miata,28494,Clean,"Alexandria, VA 22314",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,17,24084,10/7/22,https://carsandbids.com/auctions/fSlqPL2l/2016-mazda-mx-5-miata-club,1,VA
